0.889422562,0.656893055,0.673941564,0.986993441,260.0638602,176.382532,385.8848811,0.007264536,0.769275523,2.187772659
0.81144769,0.777945269,0.757700933,0.973927939,357.9559492,276.0963022,472.4237934,0.004694428,0.836445335,1.711083378
0.752625608,0.780545152,0.810667591,0.98767805,218.5475578,177.5109275,269.5896077,0.007186565,0.909270059,1.518721194
0.797432244,0.752529735,0.776302686,0.990189208,207.7934057,161.5147148,267.6705998,0.007893094,0.887074696,1.657252097
0.755261587,0.769477279,0.808679746,0.987194177,193.1276242,156.5272034,238.8184262,0.008152469,0.886123353,1.525731125
0.723936284,0.757306038,0.828894298,0.990492821,197.4824733,164.3594486,238.2480779,0.007778259,0.927912238,1.449555106
0.692741921,0.72238092,0.848158939,0.990958878,231.191096,196.580706,272.5799202,0.006493245,0.919977389,1.386605663
0.78875854,0.749521312,0.778922283,0.976385425,302.8305656,238.9852075,388.78149,0.005397794,0.866525248,1.626801483
0.749876286,0.8054913,0.812517492,0.988124981,201.9641108,164.4457259,248.5658622,0.007758954,0.90849733,1.511537383
0.664962203,0.758164189,0.863793673,0.987272727,193.2199005,167.0670972,223.6875615,0.00762866,0.94073457,1.33890853
0.758253772,0.742859707,0.806811607,0.990427759,205.3216046,165.9140421,254.4851893,0.007686052,0.910698446,1.533837559
0.72634301,0.770469924,0.823546722,0.978220605,307.9234899,256.9930602,373.8992357,0.005020871,0.884669422,1.454900126
0.889585627,0.835030987,0.671509327,0.984339964,263.2632169,179.0746985,392.0469996,0.007202245,0.763683156,2.189293087
0.727414482,0.777664054,0.827870232,0.988550612,184.0088563,152.5197646,222.267753,0.00835813,0.917386042,1.45730459
0.705769813,0.697862748,0.838928758,0.98964068,206.3299237,174.2372314,245.9445117,0.00735568,0.90246456,1.4115497
0.793109252,0.721977842,0.776567593,0.980085349,290.2019236,227.6118841,373.6982151,0.005649767,0.84455501,1.641822071
0.733578037,0.758176331,0.823578957,0.988901103,188.4359425,155.4945646,228.801308,0.008204292,0.915246029,1.471442481
0.89910518,0.678592247,0.658837593,0.98965676,266.7322239,177.2172763,404.8527692,0.007245298,0.772660655,2.284499444
0.784120187,0.726209463,0.787268479,0.990507581,195.6103136,154.2009171,248.4670972,0.008267906,0.91006867,1.61132049
0.812047665,0.802651198,0.761576774,0.990628643,447.3678325,342.8149349,587.4231566,0.003737074,0.860257696,1.713528487
0.896620703,0.69560111,0.664159213,0.990205184,273.233235,182.1664326,411.3971919,0.007016239,0.775082199,2.258358941
0.734102566,0.695511601,0.822409449,0.99099723,204.7098755,169.0227513,248.9147904,0.007562811,0.920773761,1.472670327
0.804996551,0.749650523,0.765789241,0.986280443,290.9752739,225.4271182,379.967827,0.00571406,0.862457162,1.68554622
0.710981788,0.802648385,0.837384918,0.989523748,198.0040203,166.2777626,236.4552024,0.007679112,0.921550623,1.42204946
0.853467489,0.791056742,0.72067665,0.986979167,269.9374481,195.2010587,374.5611129,0.006544953,0.823253483,1.918847753
0.697491435,0.698334693,0.844113106,0.987180832,218.966622,185.887381,259.4043624,0.006888609,0.908284341,1.39549205
0.820538199,0.705703663,0.748014382,0.966027133,276.7843026,211.503431,370.0253756,0.006149768,0.812708811,1.749500582
0.737080398,0.707499245,0.821057981,0.989515324,181.1215527,149.0794387,220.5953258,0.008561821,0.919854486,1.479716638
0.816781044,0.696528854,0.753365036,0.976889516,293.9075768,225.0825456,390.1263834,0.005750345,0.827783454,1.733259157
0.822224154,0.767333804,0.750903974,0.987787576,332.8833291,252.3160751,443.3101179,0.005093704,0.782955485,1.756963434
0.706674552,0.73632009,0.840470556,0.987118951,182.406951,153.5568195,217.0295554,0.008305126,0.924796007,1.41335016
0.887151391,0.717592097,0.678376874,0.989460667,261.255722,177.7240706,385.1188504,0.007184115,0.779403807,2.166948175
0.784708236,0.698888889,0.78548757,0.983788011,204.0713577,161.0423351,259.8021476,0.007943077,0.887003954,1.613253729
0.853060871,0.615925848,0.713361222,0.973029084,259.6767982,189.9490931,364.0186631,0.006873334,0.805261606,1.916401164
0.731212456,0.806314756,0.824221968,0.989774911,406.5407797,336.4648369,493.241864,0.003799809,0.886722008,1.465953674
0.704043706,0.815799977,0.840967703,0.985772358,190.8762677,161.1857974,226.9721739,0.00793193,0.911541512,1.408140032
0.769945502,0.700416867,0.797686063,0.99109523,210.9435365,168.7444626,264.444305,0.007566794,0.902822342,1.567128787
0.845098408,0.669199523,0.726948735,0.982842073,278.9630817,205.1543147,383.745192,0.006278554,0.767049872,1.870519723
0.783205329,0.80944814,0.787033363,0.992749434,276.6439635,218.5511185,351.5022062,0.005847844,0.889075137,1.608329477
0.730731557,0.738401559,0.824774706,0.988485501,196.4287432,162.5838077,238.1604842,0.007859044,0.916788947,1.464847499
0.776049557,0.778901099,0.79293479,0.984717977,222.7913158,177.2002331,280.9705397,0.00720733,0.866399783,1.585610441
0.794802277,0.820835818,0.777513557,0.990406811,205.0951361,160.0818022,263.7833569,0.007984483,0.902963871,1.647803519
0.818904916,0.788023803,0.755795217,0.991360906,297.8044669,226.1441707,394.0279856,0.005656851,0.848516578,1.74237516
0.801382815,0.727857484,0.772827462,0.991950727,196.865788,152.3698789,254.7344625,0.008368687,0.905120986,1.671816401
0.851491543,0.632236384,0.723135595,0.991371709,245.2064253,177.8068818,339.0877546,0.007180564,0.838948494,1.907056415
0.820683099,0.704576923,0.751837829,0.986350787,305.4470509,232.1344281,406.2672018,0.005544342,0.824316438,1.750137647
0.764822578,0.749389978,0.801737429,0.987908553,209.2740324,168.1634162,261.0256485,0.007588617,0.906694394,1.552214236
0.712563462,0.78005913,0.834367348,0.991752605,534.3646816,449.3396784,640.4429454,0.002855716,0.898884524,1.425298001
0.777279014,0.762981818,0.792623197,0.989966029,200.181588,158.8970112,252.5558029,0.008024523,0.879787214,1.589430796
0.812145171,0.814002532,0.757871264,0.981598096,487.2076781,375.0821166,642.8633744,0.003448264,0.832909174,1.71392702
0.815969523,0.778483018,0.759287367,0.991084964,301.2159524,229.3353212,396.7087634,0.005567061,0.872836361,1.72981973
0.756906862,0.762127739,0.807700618,0.990940529,227.613965,184.1658951,281.8048666,0.006925654,0.907662532,1.530168582
0.818376922,0.784633746,0.752987156,0.977491417,320.8686586,244.8878291,426.127665,0.005269814,0.835504924,1.740093277
0.790053831,0.742996883,0.777712825,0.977171712,317.4477756,250.2303887,408.1812274,0.005157255,0.864717039,1.63122165
0.872967858,0.815248887,0.696970222,0.990851319,253.2249789,177.2206369,363.3225223,0.007214219,0.826540177,2.050114076
0.736721035,0.816835944,0.819913126,0.988473023,190.3920425,157.0196724,232.2100188,0.008156306,0.918058782,1.478859402
0.682253982,0.733596554,0.854422461,0.989478101,197.5694934,169.0569659,231.2316241,0.007542539,0.938511416,1.367773418
0.737434613,0.742248062,0.820562339,0.989025178,182.0995626,149.8891835,221.920449,0.008520982,0.922269775,1.480563466
